,grade,term,home_ownership,emp_length,safe_loans
30458,G, 60 months,RENT,3 years,-1
30459,C, 36 months,MORTGAGE,10+ years,-1
30460,B, 36 months,MORTGAGE,9 years,-1
30461,C, 60 months,MORTGAGE,10+ years,1
30462,C, 36 months,RENT,2 years,-1
30463,E, 60 months,MORTGAGE,7 years,1
30464,F, 36 months,RENT,5 years,-1
30465,C, 36 months,MORTGAGE,10+ years,-1
30466,B, 36 months,MORTGAGE,4 years,-1
30467,B, 36 months,RENT,10+ years,-1
30468,C, 60 months,OWN,10+ years,-1
30469,D, 36 months,MORTGAGE,10+ years,-1
30470,F, 60 months,MORTGAGE,1 year,-1
30471,F, 60 months,OWN,< 1 year,-1
30472,C, 36 months,MORTGAGE,10+ years,-1
30473,B, 36 months,RENT,10+ years,-1
30474,D, 36 months,MORTGAGE,4 years,1
30475,C, 36 months,MORTGAGE,5 years,1
30476,B, 36 months,MORTGAGE,,-1
30477,B, 36 months,RENT,,1
30478,E, 60 months,MORTGAGE,10+ years,-1
30479,C, 36 months,RENT,1 year,-1
30480,C, 36 months,MORTGAGE,,-1
30481,C, 36 months,RENT,7 years,1
30482,B, 36 months,MORTGAGE,4 years,1
30483,E, 60 months,RENT,2 years,-1
30484,D, 36 months,RENT,2 years,-1
30485,E, 60 months,MORTGAGE,2 years,-1
30486,B, 36 months,RENT,3 years,-1
30487,B, 36 months,RENT,5 years,1
30488,C, 36 months,MORTGAGE,2 years,-1
30489,B, 36 months,MORTGAGE,10+ years,1
30490,B, 36 months,MORTGAGE,5 years,1
30491,C, 36 months,RENT,1 year,1
30492,E, 36 months,OWN,10+ years,-1
30493,G, 60 months,OWN,4 years,-1
30494,A, 36 months,MORTGAGE,10+ years,-1
30495,C, 36 months,RENT,2 years,1
30496,E, 60 months,RENT,< 1 year,-1
30497,B, 36 months,MORTGAGE,3 years,1
30498,B, 36 months,MORTGAGE,10+ years,1
30499,B, 36 months,RENT,1 year,-1
30500,A, 36 months,MORTGAGE,8 years,1
30501,B, 36 months,RENT,< 1 year,1
30502,B, 36 months,MORTGAGE,10+ years,-1
30503,A, 36 months,MORTGAGE,10+ years,1
30504,F, 60 months,MORTGAGE,6 years,-1
30505,B, 36 months,RENT,1 year,1
30506,D, 36 months,RENT,10+ years,-1
30507,B, 36 months,RENT,10+ years,-1
30508,F, 60 months,MORTGAGE,1 year,-1
30509,A, 36 months,RENT,3 years,1
30510,C, 36 months,OWN,< 1 year,1
30511,B, 36 months,MORTGAGE,2 years,1
30512,D, 36 months,RENT,,1
30513,F, 36 months,RENT,10+ years,-1
30514,C, 36 months,MORTGAGE,8 years,-1
30515,C, 36 months,MORTGAGE,2 years,1
30516,A, 36 months,RENT,4 years,-1
30517,C, 36 months,RENT,< 1 year,-1
30518,D, 60 months,MORTGAGE,5 years,-1
30519,B, 36 months,RENT,4 years,-1
30520,B, 36 months,RENT,3 years,-1
30521,A, 36 months,MORTGAGE,10+ years,1
30522,F, 60 months,RENT,10+ years,-1
30523,B, 36 months,MORTGAGE,1 year,1
30524,A, 36 months,MORTGAGE,4 years,1
30525,B, 36 months,MORTGAGE,10+ years,1
30526,A, 36 months,MORTGAGE,2 years,1
30527,C, 36 months,RENT,1 year,1
30528,G, 60 months,RENT,1 year,1
30529,D, 36 months,MORTGAGE,3 years,-1
30530,B, 36 months,RENT,3 years,-1
30531,C, 36 months,MORTGAGE,4 years,1
30532,D, 36 months,RENT,7 years,-1
30533,C, 36 months,RENT,5 years,-1
30534,C, 36 months,RENT,7 years,-1
30535,C, 36 months,RENT,3 years,1
30536,B, 36 months,MORTGAGE,< 1 year,1
30537,B, 36 months,RENT,7 years,-1
30538,D, 60 months,MORTGAGE,5 years,1
30539,D, 60 months,MORTGAGE,,-1
30540,C, 36 months,RENT,6 years,1
30541,A, 36 months,RENT,< 1 year,-1
30542,E, 36 months,MORTGAGE,1 year,-1
30543,B, 36 months,RENT,9 years,-1
30544,E, 60 months,RENT,6 years,-1
30545,D, 36 months,RENT,2 years,1
30546,D, 36 months,RENT,6 years,-1
30547,C, 36 months,RENT,< 1 year,-1
30548,B, 36 months,RENT,10+ years,1
30549,B, 36 months,RENT,2 years,1
30550,D, 36 months,RENT,10+ years,1
30551,B, 36 months,RENT,3 years,-1
30552,A, 36 months,MORTGAGE,5 years,-1
30553,A, 60 months,MORTGAGE,4 years,-1
30554,E, 60 months,MORTGAGE,10+ years,1
30555,C, 36 months,RENT,2 years,1
30556,B, 36 months,MORTGAGE,2 years,1
30557,C, 36 months,RENT,,-1
30558,E, 36 months,RENT,< 1 year,1
30559,G, 36 months,MORTGAGE,10+ years,-1
30560,A, 36 months,MORTGAGE,< 1 year,-1
30561,B, 36 months,MORTGAGE,4 years,-1
30562,C, 60 months,MORTGAGE,7 years,1
30563,D, 60 months,MORTGAGE,10+ years,1
30564,C, 60 months,MORTGAGE,9 years,1
30565,E, 36 months,RENT,,-1
30566,C, 60 months,RENT,< 1 year,-1
30567,D, 36 months,MORTGAGE,4 years,-1
30568,B, 36 months,MORTGAGE,10+ years,1
30569,C, 36 months,MORTGAGE,6 years,-1
30570,E, 60 months,RENT,10+ years,-1
30571,C, 36 months,RENT,< 1 year,-1
30572,C, 36 months,MORTGAGE,10+ years,-1
30573,B, 36 months,MORTGAGE,10+ years,-1
30574,B, 36 months,OWN,10+ years,1
30575,C, 36 months,MORTGAGE,10+ years,1
30576,E, 60 months,RENT,2 years,-1
30577,C, 60 months,MORTGAGE,10+ years,-1
30578,A, 36 months,RENT,10+ years,1
30579,C, 36 months,RENT,9 years,-1
30580,D, 36 months,RENT,2 years,1
30581,B, 36 months,MORTGAGE,10+ years,1
30582,B, 60 months,MORTGAGE,2 years,1
30583,A, 36 months,MORTGAGE,5 years,1
30584,B, 36 months,RENT,< 1 year,-1
30585,E, 36 months,RENT,10+ years,-1
30586,C, 36 months,MORTGAGE,2 years,-1
30587,B, 36 months,RENT,2 years,1
30588,F, 60 months,RENT,10+ years,-1
30589,B, 36 months,MORTGAGE,10+ years,1
30590,C, 60 months,MORTGAGE,10+ years,-1
30591,C, 36 months,RENT,2 years,-1
30592,D, 36 months,RENT,2 years,1
30593,A, 36 months,RENT,8 years,1
30594,B, 36 months,MORTGAGE,7 years,1
30595,D, 36 months,OWN,8 years,1
30596,B, 36 months,RENT,8 years,1
30597,C, 60 months,MORTGAGE,3 years,-1
30598,C, 36 months,MORTGAGE,8 years,1
30599,E, 36 months,RENT,3 years,-1
30600,C, 36 months,MORTGAGE,5 years,1
30601,B, 36 months,MORTGAGE,2 years,1
30602,D, 36 months,MORTGAGE,5 years,1
30603,A, 36 months,RENT,2 years,1
30604,B, 36 months,RENT,< 1 year,1
30605,A, 36 months,MORTGAGE,7 years,1
30606,C, 36 months,RENT,< 1 year,-1
30607,A, 36 months,MORTGAGE,7 years,1
30608,C, 36 months,RENT,7 years,1
30609,A, 36 months,RENT,< 1 year,-1
30610,D, 36 months,RENT,10+ years,-1
30611,D, 36 months,MORTGAGE,3 years,-1
30612,A, 36 months,MORTGAGE,10+ years,1
30613,C, 36 months,RENT,10+ years,1
30614,A, 36 months,MORTGAGE,2 years,1
30615,C, 36 months,RENT,10+ years,1
30616,A, 36 months,RENT,4 years,1
30617,A, 36 months,RENT,3 years,1
30618,D, 60 months,OWN,4 years,-1
30619,E, 36 months,RENT,,-1
30620,A, 36 months,RENT,1 year,1
30621,B, 36 months,RENT,10+ years,1
30622,A, 36 months,RENT,1 year,1
30623,A, 36 months,MORTGAGE,10+ years,-1
30624,D, 36 months,MORTGAGE,3 years,-1
30625,A, 36 months,MORTGAGE,8 years,1
30626,A, 36 months,RENT,10+ years,-1
30627,A, 36 months,MORTGAGE,2 years,1
30628,A, 36 months,MORTGAGE,10+ years,-1
30629,C, 36 months,RENT,2 years,-1
30630,D, 36 months,MORTGAGE,7 years,1
30631,B, 60 months,MORTGAGE,10+ years,-1
30632,C, 36 months,RENT,10+ years,1
30633,C, 36 months,RENT,8 years,1
30634,C, 36 months,MORTGAGE,3 years,1
30635,D, 36 months,RENT,3 years,-1
30636,A, 36 months,RENT,3 years,1
30637,E, 36 months,RENT,< 1 year,-1
30638,G, 36 months,MORTGAGE,3 years,-1
30639,C, 36 months,OWN,7 years,1
30640,C, 36 months,RENT,8 years,1
30641,A, 36 months,MORTGAGE,1 year,1
30642,D, 60 months,MORTGAGE,10+ years,-1
30643,B, 36 months,MORTGAGE,5 years,-1
30644,B, 36 months,MORTGAGE,9 years,1
30645,C, 36 months,OWN,5 years,-1
30646,B, 36 months,RENT,3 years,1
30647,A, 36 months,MORTGAGE,4 years,1
30648,A, 36 months,RENT,< 1 year,1
30649,C, 36 months,MORTGAGE,7 years,1
30650,A, 36 months,RENT,< 1 year,1
30651,B, 36 months,RENT,7 years,1
30652,B, 36 months,MORTGAGE,10+ years,1
30653,C, 36 months,MORTGAGE,< 1 year,1
30654,D, 36 months,MORTGAGE,10+ years,-1
30655,D, 36 months,RENT,7 years,-1
30656,A, 36 months,MORTGAGE,10+ years,1
30657,A, 36 months,MORTGAGE,< 1 year,-1
30658,G, 60 months,MORTGAGE,10+ years,-1
30659,B, 36 months,MORTGAGE,10+ years,1
30660,E, 60 months,RENT,3 years,-1
30661,D, 60 months,MORTGAGE,7 years,1
30662,D, 36 months,RENT,4 years,-1
30663,D, 36 months,RENT,8 years,-1
30664,A, 36 months,MORTGAGE,9 years,1
30665,A, 36 months,RENT,1 year,1
30666,B, 36 months,RENT,,1
30667,C, 36 months,MORTGAGE,10+ years,1
30668,D, 60 months,RENT,6 years,1
30669,F, 36 months,RENT,10+ years,1
30670,A, 36 months,OWN,1 year,1
30671,B, 36 months,MORTGAGE,10+ years,1
30672,C, 36 months,MORTGAGE,10+ years,1
30673,C, 36 months,MORTGAGE,2 years,-1
30674,C, 36 months,RENT,1 year,-1
30675,C, 36 months,RENT,10+ years,1
30676,E, 36 months,RENT,2 years,-1
30677,C, 60 months,OWN,4 years,-1
30678,A, 36 months,RENT,4 years,-1
30679,D, 60 months,MORTGAGE,3 years,-1
30680,C, 36 months,RENT,1 year,-1
30681,B, 36 months,RENT,6 years,1
30682,B, 36 months,RENT,3 years,1
30683,E, 60 months,RENT,6 years,-1
30684,D, 36 months,RENT,10+ years,-1
30685,D, 36 months,MORTGAGE,10+ years,-1
30686,C, 36 months,RENT,3 years,-1
30687,D, 36 months,RENT,8 years,-1
30688,C, 36 months,RENT,7 years,-1
30689,D, 36 months,RENT,5 years,1
30690,B, 36 months,RENT,6 years,1
30691,B, 60 months,MORTGAGE,10+ years,1
30692,D, 36 months,MORTGAGE,1 year,-1
30693,C, 36 months,RENT,,-1
30694,D, 60 months,MORTGAGE,6 years,-1
30695,G, 60 months,MORTGAGE,8 years,-1
30696,B, 60 months,MORTGAGE,3 years,-1
30697,D, 36 months,OWN,7 years,1
30698,C, 36 months,RENT,,1
30699,C, 60 months,MORTGAGE,5 years,1
30700,B, 36 months,OWN,8 years,-1
30701,C, 36 months,RENT,4 years,1
30702,B, 36 months,RENT,,1
30703,B, 36 months,MORTGAGE,10+ years,-1
30704,C, 60 months,MORTGAGE,8 years,1
30705,A, 36 months,RENT,10+ years,-1
30706,C, 36 months,RENT,1 year,1
30707,C, 36 months,OWN,2 years,1
30708,C, 36 months,RENT,7 years,-1
30709,D, 60 months,RENT,10+ years,1
30710,A, 36 months,RENT,10+ years,1
30711,B, 36 months,MORTGAGE,10+ years,1
30712,A, 36 months,RENT,1 year,1
30713,D, 36 months,MORTGAGE,10+ years,1
30714,B, 60 months,MORTGAGE,10+ years,-1
30715,A, 36 months,RENT,10+ years,-1
30716,B, 36 months,RENT,4 years,1
30717,A, 36 months,MORTGAGE,8 years,1
30718,A, 36 months,RENT,,-1
30719,A, 36 months,MORTGAGE,10+ years,-1
30720,C, 36 months,RENT,5 years,-1
30721,D, 60 months,RENT,< 1 year,-1
30722,B, 36 months,MORTGAGE,5 years,1
30723,C, 36 months,MORTGAGE,5 years,-1
30724,D, 36 months,MORTGAGE,4 years,1
30725,A, 36 months,MORTGAGE,< 1 year,-1
30726,C, 36 months,MORTGAGE,< 1 year,1
30727,D, 60 months,MORTGAGE,< 1 year,1
30728,D, 36 months,RENT,10+ years,-1
30729,C, 60 months,OWN,10+ years,1
30730,C, 36 months,RENT,5 years,-1
30731,C, 36 months,RENT,2 years,1
30732,E, 36 months,RENT,6 years,-1
30733,E, 60 months,RENT,3 years,-1
30734,C, 36 months,RENT,3 years,-1
30735,B, 36 months,MORTGAGE,5 years,1
30736,B, 36 months,RENT,3 years,-1
30737,B, 36 months,RENT,2 years,1
30738,A, 36 months,MORTGAGE,3 years,1
30739,A, 36 months,RENT,4 years,1
30740,B, 36 months,RENT,4 years,-1
30741,B, 36 months,RENT,< 1 year,1
30742,D, 36 months,RENT,10+ years,1
30743,D, 36 months,RENT,3 years,-1
30744,D, 60 months,MORTGAGE,10+ years,-1
30745,D, 60 months,MORTGAGE,10+ years,-1
30746,F, 60 months,MORTGAGE,8 years,-1
30747,F, 60 months,MORTGAGE,9 years,1
30748,C, 60 months,RENT,10+ years,-1
30749,B, 60 months,MORTGAGE,< 1 year,-1
30750,B, 36 months,RENT,2 years,-1
30751,A, 36 months,OWN,< 1 year,1
30752,C, 36 months,MORTGAGE,10+ years,1
30753,E, 60 months,MORTGAGE,7 years,1
30754,E, 36 months,MORTGAGE,1 year,1
30755,D, 60 months,RENT,1 year,1
30756,B, 36 months,MORTGAGE,10+ years,1
30757,B, 36 months,RENT,10+ years,1
30758,B, 36 months,RENT,2 years,1
30759,C, 36 months,RENT,5 years,-1
30760,C, 36 months,RENT,< 1 year,1
30761,A, 36 months,OWN,10+ years,1
30762,A, 36 months,MORTGAGE,4 years,1
30763,E, 60 months,MORTGAGE,6 years,1
30764,B, 36 months,OWN,4 years,-1
30765,B, 36 months,MORTGAGE,5 years,-1
30766,B, 36 months,MORTGAGE,3 years,-1
30767,C, 36 months,RENT,< 1 year,1
30768,B, 36 months,RENT,10+ years,-1
30769,A, 36 months,RENT,3 years,-1
30770,B, 36 months,RENT,1 year,-1
30771,B, 36 months,RENT,3 years,1
30772,E, 60 months,RENT,2 years,-1
30773,D, 36 months,RENT,< 1 year,-1
30774,B, 60 months,RENT,8 years,1
30775,C, 36 months,MORTGAGE,10+ years,1
30776,B, 36 months,MORTGAGE,3 years,1
30777,C, 36 months,MORTGAGE,10+ years,1
30778,D, 36 months,MORTGAGE,7 years,1
30779,F, 60 months,MORTGAGE,2 years,-1
30780,B, 36 months,MORTGAGE,< 1 year,1
30781,A, 36 months,RENT,10+ years,1
30782,D, 60 months,RENT,6 years,-1
30783,D, 36 months,MORTGAGE,4 years,1
30784,D, 60 months,RENT,8 years,1
30785,E, 60 months,MORTGAGE,3 years,1
30786,A, 36 months,OWN,,-1
30787,A, 36 months,RENT,3 years,1
30788,D, 60 months,MORTGAGE,6 years,-1
30789,B, 36 months,RENT,1 year,1
30790,C, 36 months,RENT,2 years,1
30791,B, 36 months,MORTGAGE,10+ years,1
30792,B, 60 months,MORTGAGE,2 years,1
30793,B, 36 months,MORTGAGE,10+ years,1
30794,A, 36 months,RENT,10+ years,-1
30795,C, 36 months,RENT,7 years,-1
30796,B, 36 months,RENT,4 years,1
30797,C, 36 months,RENT,7 years,1
30798,B, 36 months,MORTGAGE,3 years,-1
30799,C, 60 months,MORTGAGE,8 years,-1
30800,B, 36 months,MORTGAGE,5 years,-1
30801,B, 60 months,MORTGAGE,1 year,-1
30802,E, 60 months,OWN,10+ years,-1
30803,B, 36 months,MORTGAGE,4 years,1
30804,B, 36 months,MORTGAGE,< 1 year,-1
30805,A, 36 months,RENT,,-1
30806,D, 36 months,MORTGAGE,< 1 year,-1
30807,F, 60 months,RENT,< 1 year,1
30808,D, 36 months,MORTGAGE,,-1
30809,C, 60 months,MORTGAGE,7 years,-1
30810,B, 36 months,MORTGAGE,5 years,1
30811,D, 36 months,OWN,,1
30812,F, 60 months,MORTGAGE,10+ years,-1
30813,C, 36 months,MORTGAGE,4 years,-1
30814,D, 36 months,MORTGAGE,,1
30815,C, 36 months,MORTGAGE,10+ years,-1
30816,C, 60 months,RENT,5 years,1
30817,F, 36 months,MORTGAGE,10+ years,-1
30818,C, 36 months,RENT,7 years,1
30819,C, 36 months,MORTGAGE,10+ years,1
30820,C, 36 months,OWN,10+ years,-1
30821,B, 36 months,RENT,1 year,1
30822,A, 36 months,MORTGAGE,5 years,1
30823,B, 36 months,MORTGAGE,5 years,1
30824,E, 60 months,MORTGAGE,7 years,-1
30825,D, 36 months,MORTGAGE,5 years,-1
30826,A, 36 months,RENT,< 1 year,-1
30827,B, 36 months,RENT,7 years,1
30828,A, 36 months,RENT,3 years,1
30829,C, 60 months,MORTGAGE,< 1 year,1
30830,D, 60 months,MORTGAGE,10+ years,1
30831,D, 36 months,MORTGAGE,10+ years,-1
30832,E, 36 months,MORTGAGE,< 1 year,-1
30833,E, 36 months,RENT,3 years,1
30834,B, 36 months,RENT,6 years,1
30835,D, 36 months,RENT,6 years,-1
30836,D, 36 months,OWN,7 years,-1
30837,E, 60 months,MORTGAGE,7 years,1
30838,B, 36 months,MORTGAGE,6 years,1
30839,B, 36 months,MORTGAGE,10+ years,1
30840,B, 36 months,MORTGAGE,10+ years,1
30841,B, 36 months,RENT,5 years,1
30842,F, 60 months,RENT,1 year,-1
30843,C, 36 months,MORTGAGE,7 years,-1
30844,A, 36 months,MORTGAGE,3 years,-1
30845,E, 60 months,MORTGAGE,2 years,-1
30846,E, 36 months,MORTGAGE,10+ years,-1
30847,B, 36 months,MORTGAGE,8 years,1
30848,C, 36 months,OTHER,10+ years,1
30849,B, 36 months,RENT,9 years,-1
30850,B, 36 months,RENT,6 years,-1
30851,C, 60 months,MORTGAGE,1 year,-1
30852,C, 36 months,RENT,3 years,-1
30853,D, 36 months,MORTGAGE,2 years,-1
30854,D, 36 months,RENT,4 years,-1
30855,B, 36 months,OWN,2 years,1
30856,B, 36 months,MORTGAGE,10+ years,1
30857,B, 36 months,MORTGAGE,3 years,1
30858,D, 36 months,RENT,3 years,1
30859,C, 36 months,MORTGAGE,9 years,1
30860,C, 60 months,MORTGAGE,1 year,1
30861,B, 36 months,MORTGAGE,2 years,1
30862,C, 60 months,MORTGAGE,5 years,-1
30863,A, 36 months,MORTGAGE,5 years,1
30864,A, 36 months,RENT,< 1 year,1
30865,F, 60 months,RENT,10+ years,-1
30866,B, 36 months,MORTGAGE,7 years,-1
30867,E, 36 months,MORTGAGE,< 1 year,1
30868,B, 36 months,MORTGAGE,1 year,1
30869,D, 36 months,OWN,10+ years,-1
30870,C, 60 months,RENT,6 years,1
30871,D, 36 months,MORTGAGE,1 year,-1
30872,A, 36 months,MORTGAGE,1 year,-1
30873,C, 36 months,OWN,10+ years,-1
30874,A, 36 months,MORTGAGE,10+ years,1
30875,D, 36 months,MORTGAGE,10+ years,-1
30876,F, 36 months,RENT,10+ years,-1
30877,B, 36 months,MORTGAGE,10+ years,1
30878,C, 36 months,RENT,4 years,1
30879,B, 36 months,RENT,2 years,1
30880,C, 60 months,OWN,8 years,1
30881,B, 36 months,RENT,6 years,-1
30882,D, 36 months,RENT,3 years,-1
30883,E, 60 months,RENT,< 1 year,-1
30884,C, 60 months,RENT,6 years,-1
30885,D, 36 months,RENT,6 years,-1
30886,F, 36 months,OWN,,-1
30887,C, 60 months,MORTGAGE,10+ years,-1
30888,B, 36 months,RENT,3 years,1
30889,A, 36 months,OWN,,1
30890,C, 36 months,RENT,10+ years,1
30891,E, 36 months,MORTGAGE,< 1 year,-1
30892,G, 36 months,MORTGAGE,7 years,-1
30893,B, 36 months,RENT,5 years,1
30894,D, 60 months,MORTGAGE,7 years,-1
30895,B, 36 months,RENT,5 years,-1
30896,B, 36 months,OWN,10+ years,-1
30897,B, 36 months,MORTGAGE,10+ years,-1
30898,B, 36 months,OWN,1 year,1
30899,B, 36 months,MORTGAGE,6 years,-1
30900,B, 36 months,RENT,9 years,-1
30901,F, 36 months,RENT,1 year,-1
30902,A, 60 months,MORTGAGE,10+ years,1
30903,A, 36 months,MORTGAGE,1 year,1
30904,D, 60 months,OWN,5 years,-1
30905,C, 36 months,MORTGAGE,10+ years,1
30906,D, 36 months,OWN,7 years,1
30907,A, 36 months,RENT,8 years,-1
30908,B, 36 months,MORTGAGE,10+ years,1
30909,D, 36 months,MORTGAGE,10+ years,1
30910,D, 36 months,RENT,5 years,1
30911,B, 36 months,MORTGAGE,1 year,1
30912,A, 36 months,RENT,2 years,1
30913,A, 36 months,RENT,,-1
30914,C, 36 months,OWN,1 year,-1
30915,A, 36 months,MORTGAGE,7 years,1
30916,B, 36 months,RENT,2 years,1
30917,E, 60 months,RENT,6 years,1
30918,C, 36 months,MORTGAGE,10+ years,1
30919,G, 60 months,RENT,1 year,-1
30920,A, 36 months,MORTGAGE,2 years,1
30921,C, 36 months,MORTGAGE,4 years,-1
30922,E, 36 months,RENT,5 years,-1
30923,C, 36 months,MORTGAGE,< 1 year,-1
30924,C, 36 months,RENT,,-1
30925,A, 36 months,MORTGAGE,7 years,1
30926,C, 36 months,RENT,< 1 year,-1
30927,C, 36 months,MORTGAGE,10+ years,-1
30928,D, 36 months,RENT,10+ years,-1
30929,E, 60 months,MORTGAGE,10+ years,1
30930,F, 60 months,MORTGAGE,7 years,-1
30931,B, 36 months,MORTGAGE,10+ years,-1
30932,C, 60 months,RENT,2 years,-1
30933,A, 36 months,RENT,4 years,-1
30934,G, 60 months,RENT,7 years,-1
30935,E, 60 months,MORTGAGE,5 years,-1
30936,A, 36 months,MORTGAGE,6 years,1
30937,C, 36 months,RENT,9 years,-1
30938,B, 36 months,RENT,7 years,1
30939,C, 36 months,RENT,6 years,1
30940,B, 36 months,MORTGAGE,7 years,-1
30941,A, 36 months,RENT,6 years,1
30942,F, 60 months,RENT,3 years,-1
30943,C, 36 months,RENT,< 1 year,-1
30944,B, 36 months,MORTGAGE,1 year,-1
30945,D, 36 months,RENT,8 years,-1
30946,D, 60 months,OWN,1 year,-1
30947,A, 36 months,MORTGAGE,7 years,1
30948,B, 36 months,RENT,6 years,1
30949,C, 60 months,RENT,10+ years,1
30950,C, 36 months,MORTGAGE,3 years,1
30951,B, 36 months,OWN,10+ years,1
30952,A, 36 months,MORTGAGE,5 years,1
30953,B, 36 months,MORTGAGE,10+ years,1
30954,B, 36 months,MORTGAGE,10+ years,1
30955,C, 36 months,RENT,5 years,1
30956,E, 60 months,RENT,5 years,-1
30957,C, 36 months,RENT,< 1 year,1
30958,B, 60 months,MORTGAGE,8 years,1
30959,A, 36 months,RENT,2 years,1
30960,F, 60 months,MORTGAGE,10+ years,-1
30961,B, 36 months,MORTGAGE,2 years,1
30962,D, 36 months,MORTGAGE,3 years,-1
30963,B, 36 months,MORTGAGE,10+ years,1
30964,C, 36 months,RENT,10+ years,1
30965,B, 36 months,RENT,10+ years,-1
30966,B, 36 months,MORTGAGE,10+ years,1
30967,A, 36 months,RENT,1 year,1
30968,A, 36 months,MORTGAGE,1 year,1
30969,D, 60 months,MORTGAGE,3 years,-1
30970,C, 60 months,MORTGAGE,7 years,1
30971,E, 60 months,MORTGAGE,3 years,-1
30972,F, 60 months,RENT,3 years,-1
30973,G, 60 months,OWN,5 years,-1
30974,E, 60 months,MORTGAGE,5 years,1
30975,A, 36 months,MORTGAGE,3 years,1
30976,D, 36 months,MORTGAGE,4 years,1
30977,B, 36 months,RENT,6 years,1
30978,A, 36 months,MORTGAGE,6 years,1
30979,E, 60 months,RENT,10+ years,-1
30980,D, 60 months,MORTGAGE,4 years,-1
30981,B, 60 months,MORTGAGE,10+ years,1
30982,B, 36 months,MORTGAGE,10+ years,1
30983,B, 60 months,MORTGAGE,2 years,-1
30984,C, 60 months,MORTGAGE,5 years,-1
30985,F, 60 months,OWN,2 years,-1
30986,E, 60 months,RENT,10+ years,-1
30987,E, 36 months,MORTGAGE,3 years,1
30988,C, 36 months,MORTGAGE,3 years,1
30989,B, 60 months,MORTGAGE,< 1 year,-1
30990,D, 36 months,MORTGAGE,1 year,-1
30991,D, 36 months,RENT,1 year,1
30992,D, 36 months,RENT,3 years,-1
30993,C, 60 months,MORTGAGE,10+ years,-1
30994,B, 36 months,RENT,9 years,-1
30995,C, 36 months,RENT,2 years,1
30996,A, 36 months,MORTGAGE,2 years,1
30997,B, 60 months,RENT,8 years,-1
30998,D, 36 months,MORTGAGE,10+ years,-1
30999,B, 36 months,RENT,< 1 year,1
31000,D, 60 months,RENT,10+ years,-1
31001,C, 36 months,MORTGAGE,2 years,-1
31002,C, 36 months,RENT,2 years,1
31003,C, 36 months,RENT,7 years,1
31004,B, 60 months,MORTGAGE,8 years,1
31005,C, 36 months,MORTGAGE,< 1 year,1
31006,E, 60 months,MORTGAGE,10+ years,-1
31007,D, 36 months,RENT,4 years,-1
31008,C, 36 months,MORTGAGE,< 1 year,1
31009,B, 36 months,MORTGAGE,7 years,1
31010,C, 36 months,MORTGAGE,1 year,-1
31011,E, 36 months,MORTGAGE,8 years,-1
31012,B, 36 months,RENT,4 years,1
31013,D, 60 months,RENT,5 years,-1
31014,C, 60 months,RENT,5 years,-1
31015,B, 36 months,MORTGAGE,5 years,-1
31016,A, 36 months,MORTGAGE,9 years,1
31017,B, 36 months,MORTGAGE,9 years,-1
31018,C, 36 months,RENT,10+ years,1
31019,A, 36 months,MORTGAGE,10+ years,1
31020,F, 60 months,MORTGAGE,8 years,-1
31021,D, 60 months,RENT,6 years,-1
31022,C, 36 months,MORTGAGE,8 years,-1
31023,D, 36 months,MORTGAGE,10+ years,-1
31024,A, 36 months,MORTGAGE,,-1
31025,B, 36 months,RENT,3 years,1
31026,C, 36 months,RENT,6 years,1
31027,E, 36 months,RENT,2 years,1
31028,F, 60 months,RENT,10+ years,-1
31029,A, 36 months,RENT,7 years,-1
31030,C, 36 months,RENT,7 years,1
31031,D, 36 months,MORTGAGE,2 years,1
31032,E, 60 months,MORTGAGE,10+ years,-1
31033,B, 36 months,RENT,2 years,1
31034,A, 36 months,MORTGAGE,5 years,1
31035,E, 36 months,MORTGAGE,10+ years,-1
31036,A, 36 months,OWN,3 years,1
31037,B, 36 months,MORTGAGE,10+ years,-1
31038,C, 36 months,RENT,2 years,-1
31039,A, 36 months,MORTGAGE,8 years,-1
31040,B, 36 months,MORTGAGE,10+ years,1
31041,C, 36 months,MORTGAGE,10+ years,1
31042,C, 36 months,RENT,< 1 year,1
31043,E, 60 months,MORTGAGE,1 year,-1
31044,D, 36 months,MORTGAGE,8 years,-1
31045,D, 60 months,MORTGAGE,8 years,-1
31046,G, 60 months,MORTGAGE,9 years,-1
31047,C, 36 months,MORTGAGE,2 years,1
31048,C, 36 months,RENT,8 years,-1
31049,D, 60 months,MORTGAGE,5 years,-1
31050,A, 36 months,MORTGAGE,6 years,1
31051,B, 36 months,RENT,4 years,1
31052,C, 36 months,RENT,< 1 year,1
31053,G, 60 months,RENT,5 years,-1
31054,G, 60 months,MORTGAGE,10+ years,1
31055,B, 36 months,RENT,,1
31056,B, 36 months,MORTGAGE,10+ years,1
31057,B, 36 months,MORTGAGE,10+ years,1
31058,D, 36 months,RENT,5 years,-1
31059,D, 36 months,RENT,2 years,-1
31060,C, 60 months,OWN,10+ years,-1
31061,D, 36 months,RENT,3 years,-1
31062,F, 60 months,RENT,10+ years,-1
31063,A, 36 months,MORTGAGE,5 years,-1
31064,E, 36 months,MORTGAGE,6 years,1
31065,C, 36 months,RENT,3 years,-1
31066,E, 60 months,MORTGAGE,7 years,-1
31067,C, 36 months,OWN,5 years,1
31068,C, 36 months,RENT,< 1 year,-1
31069,D, 36 months,MORTGAGE,4 years,1
31070,B, 36 months,MORTGAGE,4 years,1
31071,B, 36 months,MORTGAGE,4 years,1
